taz,rdm_zones,super_district,county
3217,181,18,2
3218,233,3,8
3219,145,15,7
3220,264,17,2
3221,201,21,2
3222,247,2,8
3223,224,6,4
3224,7,3,3
3225,82,20,9
3226,271,16,8
3227,257,27,1
3228,199,24,4
3229,161,13,3
3230,244,4,8
3231,152,17,4
3232,103,6,6
3233,70,28,9
3234,154,24,4
3235,24,14,2
3236,162,6,6
3237,195,32,8
3238,22,30,7
3239,218,17,8
3240,56,30,2
3241,84,8,2
3242,140,3,1
3243,104,10,8
3244,132,19,4
3245,229,24,1
3246,36,31,1
3247,58,29,8
3248,143,22,3
3249,224,22,4
3250,264,9,6
3251,268,4,3
3252,152,4,1
3253,62,27,3
3254,171,19,2
3255,276,2,8
3256,149,32,7
3257,188,3,9
3258,232,32,4
3259,208,29,8
3260,46,13,5
3261,270,11,4
3262,37,25,4
3263,237,13,5
3264,200,9,6
3265,232,28,7
3266,49,22,9
3267,211,7,5
3268,167,17,7
3269,111,20,4
3270,6,23,1
3271,142,19,2
3272,177,24,7
3273,283,14,2
3274,288,28,8
3275,278,15,4
3276,13,16,5
3277,83,16,6
3278,260,8,9
3279,291,1,2
3280,200,13,6
3281,112,10,9
3282,291,14,7
3283,15,26,3
3284,230,8,1
3285,195,9,4
3286,186,17,8
3287,66,15,6
3288,71,8,1
3289,233,25,7
3290,42,22,5
3291,257,30,3
3292,219,10,9
3293,254,20,9
3294,239,30,4
3295,214,9,8
3296,32,2,6
3297,188,11,5
3298,149,21,8
3299,129,4,1
3300,271,22,8
3301,296,4,1
3302,209,32,6
3303,215,17,9
3304,278,28,7
3305,9,15,8
3306,52,2,4
3307,194,15,5
3308,26,22,4
3309,156,7,8
3310,296,12,7
3311,185,25,9
3312,110,1,1
3313,28,26,5
3314,263,18,1
3315,145,31,6
3316,217,1,1
3317,188,8,1
3318,231,16,2
3319,276,29,9
3320,179,1,8
3321,100,31,8
3322,254,6,8
3323,221,32,3
3324,192,30,1
3325,188,32,5
3326,112,16,9
3327,178,32,8
3328,18,17,4
3329,229,13,1
3330,287,9,1
3331,140,6,8
3332,172,7,3
